"ticker","date","value","field","variable"
"MXFEJ Index",1987-12-31,100,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-01-29,104.96,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-02-29,105.72,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-03-31,111.2,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-04-29,115.88,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-05-31,114.92,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-06-30,124.81,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-07-29,127.02,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-08-31,116.1,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-09-30,116.6,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-10-31,122.35,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-11-30,123.62,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1988-12-30,125.84,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-01-31,140.64,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-02-28,139.5,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-03-31,141.89,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-04-28,150.76,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-05-31,143.78,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-06-30,133.15,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-07-31,144.73,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-08-31,141.96,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-09-29,151.02,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-10-31,148.17,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-11-30,154.08,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1989-12-29,161.09,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-01-31,160.57,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-02-28,166.63,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-03-30,167.04,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-04-30,159.67,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-05-31,175.04,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-06-29,178.79,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-07-31,189.26,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-08-31,161.67,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-09-28,136.53,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-10-31,144.82,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-11-30,139.16,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1990-12-31,145.5,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-01-31,153.08,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-02-28,171.6,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-03-29,179.03,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-04-30,176.56,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-05-31,178.64,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-06-28,173.39,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-07-31,178.81,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-08-30,174.23,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-09-30,168.91,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-10-31,171.04,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-11-29,176.08,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1991-12-31,184.44,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-01-31,197.05,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-02-28,203.6,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-03-31,201.43,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-04-30,208.24,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-05-29,222.08,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-06-30,225.78,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-07-31,219.43,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-08-31,211.73,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-09-30,215.56,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-10-30,234.48,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-11-30,225.58,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
"MXFEJ Index",1992-12-31,218.48,"TOT_RETURN_INDEX_GROSS_DVDS","Far East ex Japon"
